iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,164.0,0.0,400.0,1380.0,1900.0,235.0,2.0,0.0,40.0,0.0,0.41667,0.17195,0.70922,0.57927,0.42073,0.29078,0.0,0.70922,564.0,37.52,52.2,57.87,288.09,81.81,7.2,True
2,exploit,164.0,0.0,400.0,1380.0,1900.0,215.0,2.0,0.0,60.0,0.0,0.38121,0.17195,0.70922,0.57927,0.42073,0.29078,0.0,0.70922,564.0,40.86,55.28,59.03,288.09,81.81,10.28,True
3,exploit,164.0,0.0,400.0,1380.0,1900.0,215.0,2.0,0.0,60.0,150.0,0.38121,0.17195,0.70922,0.57927,0.42073,0.29078,0.0,0.70922,564.0,40.16,54.84,58.44,288.09,81.81,9.84,True
4,exploit,164.0,50.0,300.0,1430.0,1950.0,215.0,2.0,0.0,60.0,250.0,0.41829,0.15207,0.68093,0.57692,0.42308,0.31907,0.09728,0.58366,514.0,36.46,51.93,58.19,278.41,72.13,6.93,True
5,exploit,164.0,50.0,300.0,1430.0,1950.0,200.0,2.0,0.0,90.0,250.0,0.38911,0.15207,0.68093,0.57692,0.42308,0.31907,0.09728,0.58366,514.0,37.4,53.28,56.83,278.41,72.13,8.28,True
6,exploit,164.0,50.0,300.0,1430.0,1950.0,200.0,2.0,0.0,90.0,350.0,0.38911,0.15207,0.68093,0.57692,0.42308,0.31907,0.09728,0.58366,514.0,37.78,53.69,57.0,278.41,72.13,8.69,True
7,exploit,164.0,0.0,250.0,1530.0,2050.0,200.0,2.0,0.0,90.0,450.0,0.48309,0.11564,0.60386,0.57263,0.42737,0.39614,0.0,0.60386,414.0,34.97,51.45,56.93,249.44,43.16,6.45,True
8,exploit,164.0,0.0,250.0,1530.0,2050.0,185.0,2.0,0.0,120.0,450.0,0.44686,0.11564,0.60386,0.57263,0.42737,0.39614,0.0,0.60386,414.0,35.68,52.48,57.88,249.44,43.16,7.48,True
9,exploit,164.0,0.0,250.0,1530.0,2050.0,185.0,2.0,0.0,120.0,550.0,0.44686,0.11564,0.60386,0.57263,0.42737,0.39614,0.0,0.60386,414.0,35.61,52.54,57.88,249.44,43.16,7.54,True
10,exploit,164.0,0.0,220.0,1560.0,2080.0,185.0,2.0,0.0,120.0,550.0,0.48177,0.10549,0.57292,0.57143,0.42857,0.42708,0.0,0.57292,384.0,35.19,52.5,58.22,241.7,35.42,7.5,True
11,exploit,164.0,0.0,220.0,1560.0,2080.0,170.0,2.0,0.0,150.0,550.0,0.44271,0.10549,0.57292,0.57143,0.42857,0.42708,0.0,0.57292,384.0,35.52,51.93,58.25,241.7,35.42,6.93,True
12,exploit,164.0,0.0,220.0,1560.0,2080.0,170.0,2.0,0.0,150.0,700.0,0.44271,0.10549,0.57292,0.57143,0.42857,0.42708,0.0,0.57292,384.0,35.52,51.93,58.25,241.7,35.42,6.93,True
13,exploit,164.0,0.0,230.0,1580.0,2100.0,170.0,2.0,0.0,150.0,700.0,0.43147,0.10707,0.58376,0.57065,0.42935,0.41624,0.0,0.58376,394.0,36.11,51.9,58.2,244.47,38.19,6.9,True
14,exploit,164.0,0.0,220.0,1560.0,2080.0,185.0,2.0,0.0,120.0,550.0,0.48177,0.10549,0.57292,0.57143,0.42857,0.42708,0.0,0.57292,384.0,35.19,52.5,58.22,241.7,35.42,7.5,True
15,exploit,164.0,0.0,220.0,1560.0,2080.0,185.0,2.0,0.0,120.0,700.0,0.48177,0.10549,0.57292,0.57143,0.42857,0.42708,0.0,0.57292,384.0,35.19,52.5,58.22,241.7,35.42,7.5,True
16,exploit,164.0,0.0,220.0,1560.0,2080.0,155.0,2.0,0.0,180.0,700.0,0.40365,0.10549,0.57292,0.57143,0.42857,0.42708,0.0,0.57292,384.0,37.26,51.8,58.12,241.7,35.42,6.8,True
17,exploit,164.0,0.0,220.0,1560.0,2080.0,155.0,2.0,0.0,180.0,700.0,0.40365,0.10549,0.57292,0.57143,0.42857,0.42708,0.0,0.57292,384.0,37.26,51.8,58.12,241.7,35.42,6.8,True
18,exploit,164.0,0.0,220.0,1580.0,2100.0,155.0,2.0,0.0,180.0,700.0,0.40365,0.10435,0.57292,0.57065,0.42935,0.42708,0.0,0.57292,384.0,37.2,51.52,57.23,241.83,35.55,6.52,True
