iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,180.0,0.0,350.0,1300.0,1800.0,245.0,2.0,0.0,30.0,0.0,0.46226,0.17097,0.66038,0.58065,0.41935,0.33962,0.0,0.66038,530.0,32.03,47.33,52.98,291.08,101.07,7.33,True
2,exploit,164.0,0.0,380.0,1300.0,1800.0,245.0,2.0,0.0,60.0,0.0,0.45037,0.17548,0.69853,0.58065,0.41935,0.30147,0.0,0.69853,544.0,35.33,53.36,58.39,282.23,92.22,13.36,True
3,exploit,164.0,0.0,395.0,1300.0,1800.0,245.0,2.0,0.0,80.0,0.0,0.43828,0.18032,0.70662,0.58065,0.41935,0.29338,0.0,0.70662,559.0,37.53,52.23,57.31,286.19,96.18,12.23,True
4,exploit,164.0,0.0,410.0,1300.0,1800.0,245.0,2.0,0.0,80.0,0.0,0.42683,0.18516,0.71429,0.58065,0.41935,0.28571,0.0,0.71429,574.0,38.04,52.5,57.42,290.15,100.14,12.5,True
5,exploit,164.0,0.0,390.0,1400.0,1900.0,245.0,2.0,0.0,80.0,0.0,0.44224,0.16788,0.70397,0.57576,0.42424,0.29603,0.0,0.70397,554.0,36.05,51.71,56.85,285.5,95.49,11.71,True
6,exploit,164.0,0.0,390.0,1450.0,1950.0,245.0,2.0,0.0,100.0,0.0,0.44224,0.16294,0.70397,0.57353,0.42647,0.29603,0.0,0.70397,554.0,36.29,51.57,56.52,285.82,95.81,11.57,True
7,exploit,164.0,0.0,370.0,1500.0,2000.0,245.0,2.0,0.0,100.0,0.0,0.4588,0.15257,0.69288,0.57143,0.42857,0.30712,0.0,0.69288,534.0,33.4,50.6,54.94,280.85,90.84,10.6,True
8,exploit,164.0,0.0,350.0,1550.0,2050.0,245.0,2.0,0.0,100.0,0.0,0.47665,0.14278,0.68093,0.56944,0.43056,0.31907,0.0,0.68093,514.0,31.59,48.67,54.34,275.89,85.88,8.67,True
9,exploit,164.0,0.0,350.0,1550.0,2050.0,245.0,2.0,0.0,130.0,0.0,0.47665,0.14278,0.68093,0.56944,0.43056,0.31907,0.0,0.68093,514.0,32.01,48.74,54.36,275.89,85.88,8.74,True
10,exploit,164.0,20.0,350.0,1550.0,2050.0,245.0,2.0,0.0,160.0,0.0,0.4588,0.14833,0.69288,0.56944,0.43056,0.30712,0.03745,0.65543,534.0,32.67,49.54,55.54,282.45,92.44,9.54,True
