iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,170.0,0.0,380.0,1350.0,1850.0,240.0,2.0,0.0,30.0,0.0,0.43636,0.17188,0.69091,0.57812,0.42188,0.30909,0.0,0.69091,550.0,33.73,51.47,56.36,288.84,82.56,6.47,True
2,exploit,164.0,0.0,405.0,1350.0,1850.0,240.0,2.0,0.0,55.0,0.0,0.42179,0.17781,0.71178,0.57812,0.42188,0.28822,0.0,0.71178,569.0,38.85,54.14,58.58,289.15,82.87,9.14,True
3,exploit,174.0,0.0,405.0,1350.0,1850.0,240.0,2.0,0.0,95.0,0.0,0.41451,0.18094,0.69948,0.57812,0.42188,0.30052,0.0,0.69948,579.0,40.28,56.81,59.24,299.63,93.35,11.81,True
4,exploit,164.0,0.0,355.0,1450.0,1950.0,240.0,2.0,0.0,95.0,0.0,0.46243,0.15265,0.68401,0.57353,0.42647,0.31599,0.0,0.68401,519.0,34.67,52.05,56.92,276.58,70.3,7.05,True
5,exploit,164.0,0.0,355.0,1450.0,1950.0,240.0,2.0,0.0,115.0,100.0,0.46243,0.15265,0.68401,0.57353,0.42647,0.31599,0.0,0.68401,519.0,35.17,53.04,56.54,276.58,70.3,8.04,True
6,exploit,164.0,20.0,355.0,1450.0,1950.0,240.0,2.0,0.0,135.0,100.0,0.44527,0.15853,0.69573,0.57353,0.42647,0.30427,0.03711,0.65863,539.0,35.88,52.84,56.51,283.14,76.86,7.84,True
7,exploit,164.0,0.0,375.0,1450.0,1950.0,240.0,2.0,0.0,155.0,100.0,0.44527,0.15853,0.69573,0.57353,0.42647,0.30427,0.0,0.69573,539.0,36.05,52.88,56.5,281.86,75.58,7.88,True
8,exploit,164.0,0.0,355.0,1450.0,1950.0,240.0,2.0,0.0,155.0,120.0,0.46243,0.15265,0.68401,0.57353,0.42647,0.31599,0.0,0.68401,519.0,35.1,51.93,56.69,276.58,70.3,6.93,True
9,exploit,164.0,0.0,335.0,1450.0,1950.0,240.0,2.0,0.0,155.0,140.0,0.48096,0.14676,0.67134,0.57353,0.42647,0.32866,0.0,0.67134,499.0,34.58,51.36,55.74,271.3,65.02,6.36,True
10,exploit,164.0,0.0,355.0,1450.0,1950.0,240.0,2.0,0.0,155.0,160.0,0.46243,0.15265,0.68401,0.57353,0.42647,0.31599,0.0,0.68401,519.0,35.6,52.81,56.69,276.58,70.3,7.81,True
11,exploit,164.0,0.0,355.0,1450.0,1950.0,240.0,2.0,0.0,155.0,140.0,0.46243,0.15265,0.68401,0.57353,0.42647,0.31599,0.0,0.68401,519.0,35.03,51.93,56.69,276.58,70.3,6.93,True
12,exploit,164.0,0.0,375.0,1450.0,1950.0,240.0,2.0,0.0,155.0,160.0,0.44527,0.15853,0.69573,0.57353,0.42647,0.30427,0.0,0.69573,539.0,36.48,52.88,56.63,281.86,75.58,7.88,True
13,exploit,164.0,0.0,355.0,1450.0,1950.0,240.0,2.0,0.0,155.0,180.0,0.46243,0.15265,0.68401,0.57353,0.42647,0.31599,0.0,0.68401,519.0,35.5,52.81,56.69,276.58,70.3,7.81,True
14,exploit,164.0,0.0,335.0,1450.0,1950.0,240.0,2.0,0.0,155.0,200.0,0.48096,0.14676,0.67134,0.57353,0.42647,0.32866,0.0,0.67134,499.0,35.81,52.66,56.72,271.3,65.02,7.66,True
15,exploit,164.0,0.0,315.0,1450.0,1950.0,240.0,2.0,0.0,155.0,220.0,0.50104,0.14088,0.65762,0.57353,0.42647,0.34238,0.0,0.65762,479.0,35.4,52.55,56.55,266.02,59.74,7.55,True
16,exploit,164.0,0.0,295.0,1450.0,1950.0,240.0,2.0,0.0,155.0,240.0,0.52288,0.135,0.6427,0.57353,0.42647,0.3573,0.0,0.6427,459.0,34.59,50.81,54.03,260.74,54.46,5.81,True
17,exploit,164.0,0.0,275.0,1450.0,1950.0,240.0,2.0,0.0,155.0,260.0,0.5467,0.12912,0.62642,0.57353,0.42647,0.37358,0.0,0.62642,439.0,34.48,50.41,53.96,255.46,49.18,5.41,True
18,exploit,164.0,0.0,255.0,1450.0,1950.0,240.0,2.0,0.0,155.0,280.0,0.57279,0.12324,0.60859,0.57353,0.42647,0.39141,0.0,0.60859,419.0,33.73,48.99,52.28,250.18,43.9,3.99,True
19,exploit,164.0,0.0,235.0,1450.0,1950.0,240.0,2.0,0.0,155.0,300.0,0.6015,0.11735,0.58897,0.57353,0.42647,0.41103,0.0,0.58897,399.0,33.56,47.82,51.75,244.9,38.62,2.82,True
20,exploit,164.0,0.0,215.0,1450.0,1950.0,240.0,2.0,0.0,155.0,320.0,0.63325,0.11147,0.56728,0.57353,0.42647,0.43272,0.0,0.56728,379.0,33.16,47.14,50.47,239.62,33.34,2.14,True
21,exploit,164.0,0.0,195.0,1450.0,1950.0,240.0,2.0,0.0,155.0,340.0,0.66852,0.10559,0.54318,0.57353,0.42647,0.45682,0.0,0.54318,359.0,32.93,46.76,50.62,234.34,28.06,1.76,True
22,exploit,164.0,0.0,205.0,1450.0,1950.0,230.0,2.0,0.0,155.0,340.0,0.62331,0.10853,0.55556,0.57353,0.42647,0.44444,0.0,0.55556,369.0,33.61,47.24,51.19,236.98,30.7,2.24,True
23,exploit,164.0,0.0,220.0,1450.0,1950.0,240.0,2.0,0.0,155.0,340.0,0.625,0.11294,0.57292,0.57353,0.42647,0.42708,0.0,0.57292,384.0,33.5,47.47,51.87,240.94,34.66,2.47,True
24,exploit,164.0,0.0,200.0,1450.0,1950.0,240.0,2.0,0.0,155.0,360.0,0.65934,0.10706,0.54945,0.57353,0.42647,0.45055,0.0,0.54945,364.0,33.2,46.78,50.6,235.66,29.38,1.78,True
25,exploit,164.0,0.0,210.0,1450.0,1950.0,230.0,2.0,0.0,155.0,360.0,0.61497,0.11,0.5615,0.57353,0.42647,0.4385,0.0,0.5615,374.0,33.65,47.24,51.19,238.3,32.02,2.24,True
26,exploit,164.0,0.0,225.0,1450.0,1950.0,240.0,2.0,0.0,155.0,360.0,0.61697,0.11441,0.57841,0.57353,0.42647,0.42159,0.0,0.57841,389.0,33.64,47.78,51.93,242.26,35.98,2.78,True
27,exploit,164.0,0.0,205.0,1450.0,1950.0,240.0,2.0,0.0,155.0,380.0,0.65041,0.10853,0.55556,0.57353,0.42647,0.44444,0.0,0.55556,369.0,33.2,46.9,50.57,236.98,30.7,1.9,True
28,exploit,164.0,0.0,215.0,1450.0,1950.0,230.0,2.0,0.0,155.0,380.0,0.60686,0.11147,0.56728,0.57353,0.42647,0.43272,0.0,0.56728,379.0,33.87,47.48,51.93,239.62,33.34,2.48,True
29,exploit,164.0,0.0,230.0,1450.0,1950.0,240.0,2.0,0.0,155.0,380.0,0.60914,0.11588,0.58376,0.57353,0.42647,0.41624,0.0,0.58376,394.0,33.68,47.77,51.93,243.58,37.3,2.77,True
30,exploit,164.0,0.0,210.0,1450.0,1950.0,240.0,2.0,0.0,155.0,400.0,0.64171,0.11,0.5615,0.57353,0.42647,0.4385,0.0,0.5615,374.0,33.17,46.79,50.57,238.3,32.02,1.79,True
