iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,165.0,0.0,385.0,1350.0,1850.0,238.0,2.0,0.0,32.0,0.0,0.43273,0.17188,0.7,0.57812,0.42188,0.3,0.0,0.7,550.0,33.74,51.57,56.95,284.92,72.56,1.57,True
2,exploit,164.0,0.0,405.0,1350.0,1850.0,228.0,2.0,0.0,52.0,0.0,0.4007,0.17781,0.71178,0.57812,0.42188,0.28822,0.0,0.71178,569.0,40.97,55.51,59.57,289.15,76.79,5.51,True
3,exploit,164.0,0.0,425.0,1350.0,1850.0,213.0,2.0,0.0,100.0,0.0,0.36163,0.18406,0.72156,0.57812,0.42188,0.27844,0.0,0.72156,589.0,43.09,55.99,59.24,294.43,82.07,5.99,True
4,exploit,164.0,0.0,385.0,1450.0,1950.0,213.0,2.0,0.0,150.0,200.0,0.38798,0.16147,0.70128,0.57353,0.42647,0.29872,0.0,0.70128,549.0,41.11,53.53,57.01,284.5,72.14,3.53,True
5,exploit,164.0,0.0,385.0,1450.0,1950.0,203.0,2.0,0.0,150.0,400.0,0.36976,0.16147,0.70128,0.57353,0.42647,0.29872,0.0,0.70128,549.0,40.98,53.87,57.18,284.5,72.14,3.87,True
6,exploit,164.0,0.0,395.0,1450.0,1950.0,198.0,2.0,0.0,150.0,400.0,0.3542,0.16441,0.70662,0.57353,0.42647,0.29338,0.0,0.70662,559.0,40.64,54.23,57.47,287.14,74.78,4.23,True
7,exploit,164.0,20.0,375.0,1450.0,1950.0,188.0,2.0,0.0,150.0,400.0,0.33631,0.16441,0.70662,0.57353,0.42647,0.29338,0.03578,0.67084,559.0,41.04,54.95,58.65,288.42,76.06,4.95,True
8,exploit,164.0,50.0,345.0,1450.0,1950.0,178.0,2.0,0.0,170.0,400.0,0.31843,0.16441,0.70662,0.57353,0.42647,0.29338,0.08945,0.61717,559.0,40.25,56.17,59.21,290.34,77.98,6.17,True
9,RESTART#2,164.0,0.0,200.0,1400.0,1900.0,175.0,5.0,70.0,50.0,300.0,0.48077,0.1103,0.54945,0.57576,0.42424,0.45055,0.0,0.54945,364.0,34.19,50.23,56.19,235.34,22.98,0.23,True
10,exploit,164.0,0.0,210.0,1400.0,1900.0,165.0,5.0,70.0,50.0,300.0,0.44118,0.11333,0.5615,0.57576,0.42424,0.4385,0.0,0.5615,374.0,34.75,50.05,56.04,237.98,25.62,0.05,True
