iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,300.0,50.0,150.0,850.0,1900.0,180.0,0.0,0.0,150.0,0.0,0.36,0.18182,0.4,0.69091,0.30909,0.6,0.1,0.3,500.0,37.39,51.86,57.48,379.64,189.63,11.86,True
2,exploit,270.0,50.0,180.0,850.0,1900.0,180.0,0.0,0.0,165.0,0.0,0.36,0.18182,0.46,0.69091,0.30909,0.54,0.1,0.36,500.0,37.35,52.67,57.71,356.12,166.11,12.67,True
3,exploit,240.0,50.0,210.0,850.0,1900.0,180.0,0.0,0.0,165.0,0.0,0.36,0.18182,0.52,0.69091,0.30909,0.48,0.1,0.42,500.0,36.65,52.49,57.77,332.6,142.59,12.49,True
4,exploit,210.0,50.0,240.0,850.0,1900.0,180.0,0.0,0.0,165.0,0.0,0.36,0.18182,0.58,0.69091,0.30909,0.42,0.1,0.48,500.0,37.71,53.48,58.19,309.08,119.07,13.48,True
5,exploit,180.0,50.0,270.0,850.0,1900.0,180.0,0.0,0.0,165.0,0.0,0.36,0.18182,0.64,0.69091,0.30909,0.36,0.1,0.54,500.0,39.07,54.51,57.99,285.56,95.55,14.51,True
6,exploit,164.0,50.0,300.0,850.0,1900.0,180.0,0.0,0.0,165.0,0.0,0.35019,0.18691,0.68093,0.69091,0.30909,0.31907,0.09728,0.58366,514.0,39.57,57.04,59.85,276.71,86.7,17.04,True
7,exploit,164.0,35.0,315.0,850.0,1900.0,180.0,0.0,0.0,165.0,0.0,0.35019,0.18691,0.68093,0.69091,0.30909,0.31907,0.06809,0.61284,514.0,39.73,57.01,59.57,275.75,85.74,17.01,True
8,exploit,164.0,20.0,330.0,850.0,1900.0,180.0,0.0,0.0,165.0,0.0,0.35019,0.18691,0.68093,0.69091,0.30909,0.31907,0.03891,0.64202,514.0,39.6,57.02,59.57,274.79,84.78,17.02,True
9,exploit,164.0,0.0,260.0,873.0,1954.0,180.0,0.0,0.0,165.0,300.0,0.42453,0.14998,0.61321,0.69119,0.30881,0.38679,0.0,0.61321,424.0,37.59,54.48,57.9,250.01,60.0,14.48,True
10,exploit,164.0,0.0,245.0,873.0,1954.0,180.0,0.0,0.0,165.0,450.0,0.4401,0.14468,0.59902,0.69119,0.30881,0.40098,0.0,0.59902,409.0,37.01,53.79,57.56,246.05,56.04,13.79,True
11,exploit,164.0,0.0,230.0,873.0,1954.0,180.0,0.0,0.0,165.0,600.0,0.45685,0.13937,0.58376,0.69119,0.30881,0.41624,0.0,0.58376,394.0,36.85,53.91,57.57,242.09,52.08,13.91,True
12,exploit,164.0,0.0,215.0,873.0,1954.0,180.0,0.0,0.0,165.0,750.0,0.47493,0.13406,0.56728,0.69119,0.30881,0.43272,0.0,0.56728,379.0,36.81,53.88,57.62,238.13,48.12,13.88,True
13,exploit,164.0,0.0,200.0,873.0,1954.0,180.0,0.0,0.0,165.0,768.0,0.49451,0.12876,0.54945,0.69119,0.30881,0.45055,0.0,0.54945,364.0,36.91,53.64,57.58,234.17,44.16,13.64,True
14,exploit,164.0,0.0,185.0,893.0,2004.0,180.0,0.0,0.0,165.0,768.0,0.51576,0.12047,0.53009,0.69175,0.30825,0.46991,0.0,0.53009,349.0,36.5,52.83,56.93,230.45,40.44,12.83,True
15,exploit,164.0,0.0,170.0,908.0,2034.0,180.0,0.0,0.0,165.0,768.0,0.53892,0.11353,0.50898,0.69137,0.30863,0.49102,0.0,0.50898,334.0,36.35,52.45,57.18,226.64,36.63,12.45,True
16,exploit,164.0,0.0,155.0,923.0,2064.0,180.0,0.0,0.0,165.0,768.0,0.56426,0.1068,0.48589,0.69099,0.30901,0.51411,0.0,0.48589,319.0,35.67,52.14,55.36,222.83,32.82,12.14,True
17,exploit,164.0,0.0,155.0,928.0,2069.0,180.0,0.0,0.0,165.0,768.0,0.56426,0.10644,0.48589,0.69036,0.30964,0.51411,0.0,0.48589,319.0,35.88,52.14,55.36,222.86,32.85,12.14,True
18,exploit,164.0,0.0,155.0,923.0,2064.0,180.0,0.0,0.0,165.0,768.0,0.56426,0.1068,0.48589,0.69099,0.30901,0.51411,0.0,0.48589,319.0,35.67,52.14,55.36,222.83,32.82,12.14,True
19,exploit,164.0,0.0,155.0,928.0,2069.0,180.0,0.0,0.0,165.0,768.0,0.56426,0.10644,0.48589,0.69036,0.30964,0.51411,0.0,0.48589,319.0,35.88,52.14,55.36,222.86,32.85,12.14,True
20,exploit,164.0,0.0,155.0,943.0,2099.0,180.0,0.0,0.0,165.0,768.0,0.56426,0.10487,0.48589,0.69001,0.30999,0.51411,0.0,0.48589,319.0,35.97,51.98,55.34,223.01,33.0,11.98,True
21,RESTART#1,300.0,0.0,400.0,850.0,1650.0,250.0,10.0,120.0,0.0,400.0,0.35714,0.28,0.57143,0.66,0.34,0.42857,0.0,0.57143,700.0,35.93,49.27,53.16,428.32,238.31,9.27,True
22,exploit,250.0,0.0,300.0,800.0,1700.0,180.0,5.0,100.0,100.0,700.0,0.32727,0.22,0.54545,0.68,0.32,0.45455,0.0,0.54545,550.0,39.18,54.13,57.22,349.57,159.56,14.13,True
23,exploit,220.0,0.0,270.0,840.0,1740.0,180.0,5.0,100.0,100.0,768.0,0.36735,0.18992,0.55102,0.67442,0.32558,0.44898,0.0,0.55102,490.0,39.45,53.66,56.48,310.46,120.45,13.66,True
24,exploit,200.0,0.0,250.0,880.0,1780.0,180.0,5.0,100.0,100.0,668.0,0.4,0.16917,0.55556,0.66917,0.33083,0.44444,0.0,0.55556,450.0,39.33,52.53,56.47,284.47,94.46,12.53,True
25,exploit,180.0,0.0,230.0,980.0,1880.0,180.0,5.0,100.0,100.0,568.0,0.43902,0.14336,0.56098,0.65734,0.34266,0.43902,0.0,0.56098,410.0,38.1,51.35,55.81,258.86,68.85,11.35,True
26,exploit,164.0,0.0,210.0,1080.0,1980.0,180.0,5.0,100.0,100.0,468.0,0.48128,0.12222,0.5615,0.64706,0.35294,0.4385,0.0,0.5615,374.0,37.6,52.39,56.68,237.45,47.44,12.39,True
27,exploit,164.0,0.0,190.0,1180.0,2080.0,180.0,5.0,100.0,100.0,368.0,0.50847,0.10859,0.53672,0.63804,0.36196,0.46328,0.0,0.53672,354.0,35.94,51.47,55.54,232.8,42.79,11.47,True
28,exploit,174.0,0.0,190.0,1200.0,2100.0,180.0,5.0,100.0,100.0,368.0,0.49451,0.1103,0.52198,0.63636,0.36364,0.47802,0.0,0.52198,364.0,36.56,50.11,54.42,243.4,53.39,10.11,True
29,exploit,164.0,0.0,210.0,1300.0,2200.0,180.0,5.0,100.0,100.0,268.0,0.48128,0.10686,0.5615,0.62857,0.37143,0.4385,0.0,0.5615,374.0,37.42,52.44,56.86,238.83,48.82,12.44,True
30,exploit,184.0,0.0,200.0,1350.0,2250.0,180.0,5.0,100.0,100.0,68.0,0.46875,0.10667,0.52083,0.625,0.375,0.47917,0.0,0.52083,384.0,37.08,51.06,52.56,257.47,67.46,11.06,True
