iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,205.0,0.0,385.0,1350.0,1850.0,223.0,2.0,0.0,45.0,400.0,0.37797,0.18438,0.65254,0.57812,0.42188,0.34746,0.0,0.65254,590.0,39.07,55.27,59.22,326.84,69.84,0.27,True
2,exploit,175.0,0.0,415.0,1350.0,1850.0,213.0,2.0,0.0,50.0,400.0,0.36102,0.18438,0.70339,0.57812,0.42188,0.29661,0.0,0.70339,590.0,39.98,55.67,59.42,303.32,46.32,0.67,True
3,exploit,175.0,0.0,415.0,1350.0,1850.0,198.0,2.0,0.0,60.0,400.0,0.33559,0.18438,0.70339,0.57812,0.42188,0.29661,0.0,0.70339,590.0,41.08,56.55,60.09,303.32,46.32,1.55,True
4,exploit,175.0,0.0,415.0,1350.0,1850.0,183.0,2.0,0.0,75.0,400.0,0.31017,0.18438,0.70339,0.57812,0.42188,0.29661,0.0,0.70339,590.0,41.2,57.66,60.93,303.32,46.32,2.66,True
5,exploit,164.0,0.0,340.0,1500.0,2000.0,180.0,2.0,0.0,105.0,500.0,0.35714,0.144,0.6746,0.57143,0.42857,0.3254,0.0,0.6746,504.0,39.59,55.63,58.35,272.93,15.93,0.63,True
6,exploit,164.0,0.0,370.0,1500.0,2000.0,170.0,2.0,0.0,115.0,500.0,0.31835,0.15257,0.69288,0.57143,0.42857,0.30712,0.0,0.69288,534.0,40.71,57.46,59.96,280.85,23.85,2.46,True
7,exploit,164.0,0.0,340.0,1500.0,2000.0,160.0,2.0,0.0,125.0,500.0,0.31746,0.144,0.6746,0.57143,0.42857,0.3254,0.0,0.6746,504.0,40.01,56.91,59.28,272.93,15.93,1.91,True
8,exploit,164.0,0.0,370.0,1500.0,2000.0,165.0,2.0,0.0,130.0,500.0,0.30899,0.15257,0.69288,0.57143,0.42857,0.30712,0.0,0.69288,534.0,40.86,57.71,60.32,280.85,23.85,2.71,True
9,exploit,164.0,0.0,340.0,1500.0,2000.0,160.0,2.0,0.0,140.0,500.0,0.31746,0.144,0.6746,0.57143,0.42857,0.3254,0.0,0.6746,504.0,40.0,56.68,59.31,272.93,15.93,1.68,True
10,exploit,164.0,0.0,370.0,1500.0,2000.0,155.0,2.0,0.0,145.0,500.0,0.29026,0.15257,0.69288,0.57143,0.42857,0.30712,0.0,0.69288,534.0,40.89,57.09,60.65,280.85,23.85,2.09,True
11,exploit,164.0,0.0,340.0,1500.0,2000.0,153.0,2.0,0.0,150.0,500.0,0.30357,0.144,0.6746,0.57143,0.42857,0.3254,0.0,0.6746,504.0,40.15,56.75,59.45,272.93,15.93,1.75,True
12,exploit,164.0,0.0,370.0,1500.0,2000.0,153.0,2.0,0.0,155.0,500.0,0.28652,0.15257,0.69288,0.57143,0.42857,0.30712,0.0,0.69288,534.0,40.9,57.09,60.65,280.85,23.85,2.09,True
13,exploit,164.0,0.0,340.0,1500.0,2000.0,153.0,2.0,0.0,160.0,500.0,0.30357,0.144,0.6746,0.57143,0.42857,0.3254,0.0,0.6746,504.0,40.15,56.75,59.45,272.93,15.93,1.75,True
14,exploit,164.0,0.0,360.0,1500.0,2000.0,153.0,2.0,0.0,165.0,500.0,0.29198,0.14971,0.68702,0.57143,0.42857,0.31298,0.0,0.68702,524.0,40.51,56.84,59.38,278.21,21.21,1.84,True
15,exploit,164.0,0.0,340.0,1500.0,2000.0,153.0,2.0,0.0,170.0,500.0,0.30357,0.144,0.6746,0.57143,0.42857,0.3254,0.0,0.6746,504.0,40.15,56.75,59.45,272.93,15.93,1.75,True
16,exploit,184.0,0.0,320.0,1500.0,2000.0,153.0,2.0,0.0,175.0,500.0,0.30357,0.144,0.63492,0.57143,0.42857,0.36508,0.0,0.63492,504.0,39.36,55.92,59.45,288.61,31.61,0.92,True
17,exploit,164.0,0.0,340.0,1500.0,2000.0,153.0,2.0,0.0,175.0,500.0,0.30357,0.144,0.6746,0.57143,0.42857,0.3254,0.0,0.6746,504.0,40.15,56.75,59.45,272.93,15.93,1.75,True
18,exploit,164.0,0.0,340.0,1500.0,2000.0,153.0,2.0,0.0,180.0,500.0,0.30357,0.144,0.6746,0.57143,0.42857,0.3254,0.0,0.6746,504.0,40.15,56.75,59.45,272.93,15.93,1.75,True
19,exploit,164.0,0.0,360.0,1500.0,2000.0,153.0,2.0,0.0,185.0,500.0,0.29198,0.14971,0.68702,0.57143,0.42857,0.31298,0.0,0.68702,524.0,40.51,56.84,59.38,278.21,21.21,1.84,True
20,exploit,164.0,0.0,340.0,1500.0,2000.0,153.0,2.0,0.0,190.0,500.0,0.30357,0.144,0.6746,0.57143,0.42857,0.3254,0.0,0.6746,504.0,40.15,56.75,59.45,272.93,15.93,1.75,True
