iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,180,0,370,1300,1900,240,2,0,40,0,0.43636,0.17188,0.67273,0.59375,0.40625,0.32727,0,0.67273,550,35.81,52.08,57,296.73,79.32,2.08,TRUE
2,exploit,164,0,400,1300,1900,220,2,0,60,200,0.39007,0.17625,0.70922,0.59375,0.40625,0.29078,0,0.70922,564,41.12,54.52,57.98,287.88,70.47,4.52,TRUE
3,exploit,164,0,420,1300,1900,205,2,0,90,300,0.35103,0.1825,0.71918,0.59375,0.40625,0.28082,0,0.71918,584,41.64,55.23,58.16,293.16,75.75,5.23,TRUE
4,exploit,184,0,400,1300,1900,185,2,0,120,300,0.31678,0.1825,0.68493,0.59375,0.40625,0.31507,0,0.68493,584,43.87,59.47,61.28,308.84,91.43,9.47,TRUE
5,exploit,164,0,370,1300,1900,205,2,0,90,300,0.3839,0.16687,0.69288,0.59375,0.40625,0.30712,0,0.69288,534,40.6,56.71,58.13,279.96,62.55,6.71,TRUE
6,exploit,174,0,360,1300,1900,195,2,0,100,300,0.36517,0.16687,0.67416,0.59375,0.40625,0.32584,0,0.67416,534,41.96,55.1,58.01,287.8,70.39,5.1,TRUE
7,exploit,164,0,380,1300,1900,185,2,0,110,300,0.34007,0.17,0.69853,0.59375,0.40625,0.30147,0,0.69853,544,43.28,58.51,60.18,282.6,65.19,8.51,TRUE
8,exploit,164,0,395,1300,1900,175,2,0,120,300,0.31306,0.17469,0.70662,0.59375,0.40625,0.29338,0,0.70662,559,43.66,58.01,59.85,286.56,69.15,8.01,TRUE
9,exploit,184,0,375,1300,1900,185,2,0,110,300,0.33095,0.17469,0.67084,0.59375,0.40625,0.32916,0,0.67084,559,43.57,58.24,59.9,302.24,84.83,8.24,TRUE
10,exploit,204,0,355,1300,1900,165,2,0,130,300,0.29517,0.17469,0.63506,0.59375,0.40625,0.36494,0,0.63506,559,43.07,57.97,60.03,317.92,100.51,7.97,TRUE
11,exploit,184,0,375,1300,1900,175,2,0,120,300,0.31306,0.17469,0.67084,0.59375,0.40625,0.32916,0,0.67084,559,43.55,58.96,60.3,302.24,84.83,8.96,TRUE
12,exploit,204,0,355,1300,1900,185,2,0,130,300,0.33095,0.17469,0.63506,0.59375,0.40625,0.36494,0,0.63506,559,42.76,57.19,59.78,317.92,100.51,7.19,TRUE
13,exploit,184,0,375,1300,1900,195,2,0,140,300,0.34884,0.17469,0.67084,0.59375,0.40625,0.32916,0,0.67084,559,43.12,56.51,58.59,302.24,84.83,6.51,TRUE
14,exploit,164,0,395,1300,1900,205,2,0,150,300,0.36673,0.17469,0.70662,0.59375,0.40625,0.29338,0,0.70662,559,43.62,56.11,58.43,286.56,69.15,6.11,TRUE
15,exploit,164,0,405,1300,1900,215,2,0,170,300,0.37786,0.17781,0.71178,0.59375,0.40625,0.28822,0,0.71178,569,43.36,55.4,58.28,289.2,71.79,5.4,TRUE
16,exploit,164,0,415,1300,1900,225,2,0,180,300,0.3886,0.18094,0.71675,0.59375,0.40625,0.28325,0,0.71675,579,43.6,56.3,58.26,291.84,74.43,6.3,TRUE
17,exploit,164,10,405,1300,1900,225,2,0,180,300,0.3886,0.18094,0.71675,0.59375,0.40625,0.28325,0.01727,0.69948,579,43.53,56.3,58.24,292.48,75.07,6.3,TRUE
18,exploit,164,20,395,1300,1900,225,2,0,180,300,0.3886,0.18094,0.71675,0.59375,0.40625,0.28325,0.03454,0.68221,579,43.39,55.88,58.22,293.12,75.71,5.88,TRUE
19,RESTART#2,220,0,560,1300,1700,240,2,70,70,350,0.30769,0.26,0.71795,0.56667,0.43333,0.28205,0,0.71795,780,46.31,64.07,70.45,388.07,170.66,14.07,TRUE
20,exploit,164,0,350,1400,1800,200,2,0,90,200,0.38911,0.16062,0.68093,0.5625,0.4375,0.31907,0,0.68093,514,35.85,51.74,57.13,274.57,57.16,1.74,TRUE
21,exploit,164,0,355,1400,1800,195,2,0,90,200,0.37572,0.16219,0.68401,0.5625,0.4375,0.31599,0,0.68401,519,36.67,52.36,57.55,275.89,58.48,2.36,TRUE
22,exploit,164,0,360,1400,1800,190,2,0,90,200,0.3626,0.16375,0.68702,0.5625,0.4375,0.31298,0,0.68702,524,37.65,53.06,57.63,277.21,59.8,3.06,TRUE
23,exploit,164,0,375,1400,1800,185,2,0,90,200,0.34323,0.16844,0.69573,0.5625,0.4375,0.30427,0,0.69573,539,38.78,54.91,59.52,281.17,63.76,4.91,TRUE
24,exploit,164,0,390,1400,1800,180,2,0,90,200,0.32491,0.17313,0.70397,0.5625,0.4375,0.29603,0,0.70397,554,38.64,53.41,58.55,285.13,67.72,3.41,TRUE
25,exploit,164,0,400,1400,1800,175,2,0,90,200,0.31028,0.17625,0.70922,0.5625,0.4375,0.29078,0,0.70922,564,39.6,56.04,59.86,287.77,70.36,6.04,TRUE
