iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,170.0,0.0,380.0,1350.0,1850.0,235.0,2.0,0.0,35.0,0.0,0.42727,0.17188,0.69091,0.57812,0.42188,0.30909,0.0,0.69091,550.0,34.44,52.26,57.61,288.84,82.56,7.26,True
2,exploit,164.0,0.0,405.0,1350.0,1850.0,225.0,2.0,0.0,50.0,0.0,0.39543,0.17781,0.71178,0.57812,0.42188,0.28822,0.0,0.71178,569.0,40.71,55.47,59.44,289.15,82.87,10.47,True
3,exploit,164.0,0.0,430.0,1350.0,1850.0,215.0,2.0,0.0,50.0,0.0,0.36195,0.18563,0.72391,0.57812,0.42188,0.27609,0.0,0.72391,594.0,39.72,55.73,60.04,295.75,89.47,10.73,True
4,exploit,164.0,0.0,350.0,1450.0,1950.0,200.0,2.0,0.0,60.0,0.0,0.38911,0.15118,0.68093,0.57353,0.42647,0.31907,0.0,0.68093,514.0,37.17,53.46,58.09,275.26,68.98,8.46,True
5,exploit,164.0,0.0,330.0,1470.0,1970.0,190.0,2.0,0.0,65.0,0.0,0.38462,0.1436,0.66802,0.57267,0.42733,0.33198,0.0,0.66802,494.0,37.6,53.36,58.08,270.1,63.82,8.36,True
6,exploit,164.0,0.0,310.0,1490.0,1990.0,195.0,2.0,0.0,65.0,0.0,0.41139,0.13621,0.65401,0.57184,0.42816,0.34599,0.0,0.65401,474.0,36.27,52.43,58.1,264.95,58.67,7.43,True
7,exploit,164.0,0.0,300.0,1510.0,2010.0,185.0,2.0,0.0,70.0,0.0,0.39871,0.13182,0.64655,0.57102,0.42898,0.35345,0.0,0.64655,464.0,36.31,52.69,57.91,262.44,56.16,7.69,True
8,exploit,164.0,0.0,280.0,1530.0,2030.0,190.0,2.0,0.0,70.0,0.0,0.42793,0.12472,0.63063,0.57022,0.42978,0.36937,0.0,0.63063,444.0,34.54,51.26,56.53,257.28,51.0,6.26,True
9,exploit,164.0,0.0,260.0,1550.0,2050.0,195.0,2.0,0.0,70.0,0.0,0.45991,0.11778,0.61321,0.56944,0.43056,0.38679,0.0,0.61321,424.0,32.3,49.43,56.68,252.13,45.85,4.43,True
10,exploit,164.0,0.0,240.0,1570.0,2070.0,200.0,2.0,0.0,70.0,0.0,0.49505,0.11099,0.59406,0.56868,0.43132,0.40594,0.0,0.59406,404.0,32.5,48.89,55.41,246.97,40.69,3.89,True
11,exploit,164.0,0.0,220.0,1590.0,2090.0,205.0,2.0,0.0,70.0,0.0,0.53385,0.10435,0.57292,0.56793,0.43207,0.42708,0.0,0.57292,384.0,31.55,47.15,53.99,241.82,35.54,2.15,True
