iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,165.0,0.0,385.0,1350.0,1850.0,238.0,2.0,0.0,32.0,0.0,0.43273,0.17188,0.7,0.57812,0.42188,0.3,0.0,0.7,550.0,33.74,51.57,56.95,284.92,67.51,1.57,True
2,exploit,165.0,0.0,385.0,1350.0,1850.0,228.0,2.0,0.0,52.0,200.0,0.41455,0.17188,0.7,0.57812,0.42188,0.3,0.0,0.7,550.0,40.01,56.76,60.14,284.92,67.51,6.76,True
3,exploit,164.0,0.0,400.0,1350.0,1850.0,218.0,2.0,0.0,72.0,200.0,0.38652,0.17625,0.70922,0.57812,0.42188,0.29078,0.0,0.70922,564.0,40.9,54.53,58.2,287.83,70.42,4.53,True
4,exploit,165.0,0.0,400.0,1350.0,1850.0,208.0,2.0,0.0,92.0,300.0,0.36814,0.17656,0.70796,0.57812,0.42188,0.29204,0.0,0.70796,565.0,41.12,54.75,58.1,288.88,71.47,4.75,True
5,exploit,164.0,0.0,375.0,1400.0,1900.0,200.0,2.0,0.0,110.0,350.0,0.37106,0.16333,0.69573,0.57576,0.42424,0.30427,0.0,0.69573,539.0,41.06,56.52,58.25,281.54,64.13,6.52,True
6,exploit,164.0,0.0,390.0,1400.0,1900.0,190.0,2.0,0.0,130.0,350.0,0.34296,0.16788,0.70397,0.57576,0.42424,0.29603,0.0,0.70397,554.0,41.81,54.98,58.57,285.5,68.09,4.98,True
7,exploit,164.0,0.0,375.0,1450.0,1950.0,180.0,2.0,0.0,140.0,400.0,0.33395,0.15853,0.69573,0.57353,0.42647,0.30427,0.0,0.69573,539.0,40.6,57.03,59.69,281.86,64.45,7.03,True
8,exploit,164.0,0.0,390.0,1450.0,1950.0,170.0,2.0,0.0,160.0,450.0,0.30686,0.16294,0.70397,0.57353,0.42647,0.29603,0.0,0.70397,554.0,41.06,56.28,58.99,285.82,68.41,6.28,True
9,exploit,164.0,0.0,375.0,1450.0,1950.0,160.0,2.0,0.0,160.0,500.0,0.29685,0.15853,0.69573,0.57353,0.42647,0.30427,0.0,0.69573,539.0,41.21,58.09,59.96,281.86,64.45,8.09,True
10,exploit,164.0,0.0,390.0,1450.0,1950.0,153.0,2.0,0.0,160.0,600.0,0.27617,0.16294,0.70397,0.57353,0.42647,0.29603,0.0,0.70397,554.0,41.36,57.31,60.16,285.82,68.41,7.31,True
11,exploit,164.0,0.0,375.0,1450.0,1950.0,153.0,2.0,0.0,160.0,700.0,0.28386,0.15853,0.69573,0.57353,0.42647,0.30427,0.0,0.69573,539.0,41.2,57.75,60.51,281.86,64.45,7.75,True
12,exploit,164.0,0.0,390.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.27617,0.16294,0.70397,0.57353,0.42647,0.29603,0.0,0.70397,554.0,41.36,57.31,60.16,285.82,68.41,7.31,True
13,exploit,164.0,0.0,375.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.28386,0.15853,0.69573,0.57353,0.42647,0.30427,0.0,0.69573,539.0,41.2,57.75,60.51,281.86,64.45,7.75,True
14,exploit,164.0,0.0,375.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.28386,0.15853,0.69573,0.57353,0.42647,0.30427,0.0,0.69573,539.0,41.2,57.75,60.51,281.86,64.45,7.75,True
15,exploit,164.0,15.0,360.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.28386,0.15853,0.69573,0.57353,0.42647,0.30427,0.02783,0.6679,539.0,41.01,57.75,60.32,282.82,65.41,7.75,True
16,exploit,164.0,0.0,375.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.28386,0.15853,0.69573,0.57353,0.42647,0.30427,0.0,0.69573,539.0,41.2,57.75,60.51,281.86,64.45,7.75,True
17,exploit,164.0,0.0,360.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.29198,0.15412,0.68702,0.57353,0.42647,0.31298,0.0,0.68702,524.0,40.79,57.55,59.8,277.9,60.49,7.55,True
18,exploit,164.0,0.0,375.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.28386,0.15853,0.69573,0.57353,0.42647,0.30427,0.0,0.69573,539.0,41.2,57.75,60.51,281.86,64.45,7.75,True
19,exploit,164.0,0.0,360.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.29198,0.15412,0.68702,0.57353,0.42647,0.31298,0.0,0.68702,524.0,40.79,57.55,59.8,277.9,60.49,7.55,True
20,exploit,164.0,0.0,345.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.30059,0.14971,0.6778,0.57353,0.42647,0.3222,0.0,0.6778,509.0,40.5,57.41,59.83,273.94,56.53,7.41,True
21,exploit,164.0,0.0,330.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.30972,0.14529,0.66802,0.57353,0.42647,0.33198,0.0,0.66802,494.0,40.51,57.41,59.83,269.98,52.57,7.41,True
22,exploit,164.0,0.0,315.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.31942,0.14088,0.65762,0.57353,0.42647,0.34238,0.0,0.65762,479.0,39.87,56.62,59.03,266.02,48.61,6.62,True
23,exploit,164.0,0.0,300.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.32974,0.13647,0.64655,0.57353,0.42647,0.35345,0.0,0.64655,464.0,39.75,55.91,58.73,262.06,44.65,5.91,True
24,exploit,164.0,0.0,285.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.34076,0.13206,0.63474,0.57353,0.42647,0.36526,0.0,0.63474,449.0,39.9,55.75,58.73,258.1,40.69,5.75,True
25,exploit,164.0,0.0,270.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.35253,0.12765,0.62212,0.57353,0.42647,0.37788,0.0,0.62212,434.0,39.45,55.27,57.87,254.14,36.73,5.27,True
26,exploit,164.0,0.0,255.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.36516,0.12324,0.60859,0.57353,0.42647,0.39141,0.0,0.60859,419.0,39.54,55.3,58.45,250.18,32.77,5.3,True
27,exploit,164.0,0.0,240.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.37871,0.11882,0.59406,0.57353,0.42647,0.40594,0.0,0.59406,404.0,38.72,54.13,57.82,246.22,28.81,4.13,True
28,exploit,164.0,0.0,225.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.39332,0.11441,0.57841,0.57353,0.42647,0.42159,0.0,0.57841,389.0,37.89,53.08,57.57,242.26,24.85,3.08,True
29,exploit,164.0,0.0,210.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.40909,0.11,0.5615,0.57353,0.42647,0.4385,0.0,0.5615,374.0,37.02,51.64,57.52,238.3,20.89,1.64,True
30,exploit,164.0,0.0,195.0,1450.0,1950.0,153.0,2.0,0.0,160.0,768.0,0.42618,0.10559,0.54318,0.57353,0.42647,0.45682,0.0,0.54318,359.0,36.08,51.6,57.15,234.34,16.93,1.6,True
