iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,165.0,0.0,385.0,1350.0,1850.0,238.0,2.0,0.0,32.0,0.0,0.43273,0.17188,0.7,0.57812,0.42188,0.3,0.0,0.7,550.0,33.74,51.57,56.95,284.92,78.64,6.57,True
2,exploit,164.0,0.0,405.0,1350.0,1850.0,228.0,2.0,0.0,52.0,0.0,0.4007,0.17781,0.71178,0.57812,0.42188,0.28822,0.0,0.71178,569.0,40.97,55.51,59.57,289.15,82.87,10.51,True
3,exploit,164.0,0.0,425.0,1350.0,1850.0,213.0,2.0,0.0,82.0,0.0,0.36163,0.18406,0.72156,0.57812,0.42188,0.27844,0.0,0.72156,589.0,41.41,55.4,58.93,294.43,88.15,10.4,True
4,exploit,164.0,0.0,385.0,1500.0,2050.0,213.0,2.0,0.0,82.0,200.0,0.38798,0.15465,0.70128,0.57746,0.42254,0.29872,0.0,0.70128,549.0,38.6,51.88,56.56,285.0,78.72,6.88,True
5,exploit,164.0,0.0,385.0,1500.0,2050.0,198.0,2.0,0.0,112.0,200.0,0.36066,0.15465,0.70128,0.57746,0.42254,0.29872,0.0,0.70128,549.0,40.42,53.56,57.28,285.0,78.72,8.56,True
6,exploit,164.0,0.0,365.0,1500.0,2050.0,183.0,2.0,0.0,142.0,200.0,0.34594,0.14901,0.68998,0.57746,0.42254,0.31002,0.0,0.68998,529.0,39.89,55.9,58.68,279.72,73.44,10.9,True
7,exploit,164.0,0.0,350.0,1500.0,2050.0,165.0,2.0,0.0,142.0,200.0,0.32101,0.14479,0.68093,0.57746,0.42254,0.31907,0.0,0.68093,514.0,39.31,55.94,59.22,275.76,69.48,10.94,True
8,exploit,164.0,0.0,330.0,1500.0,2050.0,153.0,2.0,0.0,142.0,200.0,0.30972,0.13915,0.66802,0.57746,0.42254,0.33198,0.0,0.66802,494.0,39.79,56.49,59.4,270.48,64.2,11.49,True
9,exploit,164.0,0.0,310.0,1500.0,2050.0,153.0,2.0,0.0,142.0,200.0,0.32278,0.13352,0.65401,0.57746,0.42254,0.34599,0.0,0.65401,474.0,38.48,54.49,58.33,265.2,58.92,9.49,True
10,exploit,164.0,0.0,325.0,1500.0,2050.0,153.0,2.0,0.0,172.0,200.0,0.31288,0.13775,0.66462,0.57746,0.42254,0.33538,0.0,0.66462,489.0,39.01,55.11,58.98,269.16,62.88,10.11,True
