iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,230.0,0.0,510.0,1350.0,1850.0,223.0,2.0,0.0,32.0,400.0,0.30135,0.23125,0.68919,0.57812,0.42188,0.31081,0.0,0.68919,740.0,41.13,59.62,65.4,386.04,,4.62,True
2,exploit,230.0,0.0,510.0,1350.0,1850.0,223.0,2.0,0.0,32.0,400.0,0.30135,0.23125,0.68919,0.57812,0.42188,0.31081,0.0,0.68919,740.0,41.13,59.62,65.4,386.04,,4.62,True
3,exploit,230.0,0.0,510.0,1350.0,1850.0,223.0,2.0,0.0,32.0,400.0,0.30135,0.23125,0.68919,0.57812,0.42188,0.31081,0.0,0.68919,740.0,41.13,59.62,65.4,386.04,,4.62,True
4,exploit,225.0,0.0,505.0,1350.0,1850.0,223.0,2.0,0.0,32.0,600.0,0.30548,0.22812,0.69178,0.57812,0.42188,0.30822,0.0,0.69178,730.0,42.02,59.68,65.24,379.48,,4.68,True
5,exploit,205.0,0.0,520.0,1350.0,1850.0,213.0,2.0,0.0,52.0,600.0,0.29379,0.22656,0.71724,0.57812,0.42188,0.28276,0.0,0.71724,725.0,44.49,62.25,69.45,362.48,,7.25,True
6,exploit,205.0,0.0,520.0,1350.0,1850.0,213.0,2.0,0.0,52.0,600.0,0.29379,0.22656,0.71724,0.57812,0.42188,0.28276,0.0,0.71724,725.0,44.49,62.25,69.45,362.48,,7.25,True
7,exploit,205.0,0.0,520.0,1350.0,1850.0,213.0,2.0,0.0,52.0,600.0,0.29379,0.22656,0.71724,0.57812,0.42188,0.28276,0.0,0.71724,725.0,44.49,62.25,69.45,362.48,,7.25,True
8,exploit,205.0,0.0,520.0,1350.0,1850.0,213.0,2.0,0.0,52.0,600.0,0.29379,0.22656,0.71724,0.57812,0.42188,0.28276,0.0,0.71724,725.0,44.49,62.25,69.45,362.48,,7.25,True
9,exploit,205.0,0.0,520.0,1350.0,1850.0,213.0,2.0,0.0,52.0,600.0,0.29379,0.22656,0.71724,0.57812,0.42188,0.28276,0.0,0.71724,725.0,44.49,62.25,69.45,362.48,,7.25,True
10,exploit,205.0,0.0,520.0,1350.0,1850.0,213.0,2.0,0.0,52.0,600.0,0.29379,0.22656,0.71724,0.57812,0.42188,0.28276,0.0,0.71724,725.0,44.49,62.25,69.45,362.48,,7.25,True
11,exploit,205.0,0.0,520.0,1350.0,1850.0,213.0,2.0,0.0,52.0,600.0,0.29379,0.22656,0.71724,0.57812,0.42188,0.28276,0.0,0.71724,725.0,44.49,62.25,69.45,362.48,,7.25,True
12,exploit,205.0,0.0,520.0,1350.0,1850.0,213.0,2.0,0.0,52.0,600.0,0.29379,0.22656,0.71724,0.57812,0.42188,0.28276,0.0,0.71724,725.0,44.49,62.25,69.45,362.48,,7.25,True
13,exploit,205.0,0.0,520.0,1350.0,1850.0,213.0,2.0,0.0,52.0,600.0,0.29379,0.22656,0.71724,0.57812,0.42188,0.28276,0.0,0.71724,725.0,44.49,62.25,69.45,362.48,,7.25,True
14,exploit,205.0,0.0,520.0,1350.0,1850.0,213.0,2.0,0.0,52.0,600.0,0.29379,0.22656,0.71724,0.57812,0.42188,0.28276,0.0,0.71724,725.0,44.49,62.25,69.45,362.48,,7.25,True
15,exploit,205.0,0.0,520.0,1350.0,1850.0,213.0,2.0,0.0,52.0,600.0,0.29379,0.22656,0.71724,0.57812,0.42188,0.28276,0.0,0.71724,725.0,44.49,62.25,69.45,362.48,,7.25,True
