iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,170.0,0.0,380.0,1350.0,1850.0,230.0,2.0,0.0,35.0,0.0,0.41818,0.17188,0.69091,0.57812,0.42188,0.30909,0.0,0.69091,550.0,35.0,52.46,58.25,288.84,98.83,12.46,True
2,exploit,164.0,0.0,400.0,1350.0,1850.0,220.0,2.0,0.0,50.0,0.0,0.39007,0.17625,0.70922,0.57812,0.42188,0.29078,0.0,0.70922,564.0,39.8,55.25,59.49,287.83,97.82,15.25,True
3,exploit,164.0,0.0,415.0,1350.0,1850.0,210.0,2.0,0.0,65.0,0.0,0.36269,0.18094,0.71675,0.57812,0.42188,0.28325,0.0,0.71675,579.0,40.32,55.73,59.96,291.79,101.78,15.73,True
4,exploit,164.0,0.0,400.0,1350.0,1850.0,200.0,2.0,0.0,85.0,200.0,0.35461,0.17625,0.70922,0.57812,0.42188,0.29078,0.0,0.70922,564.0,41.81,54.54,57.75,287.83,97.82,14.54,True
5,exploit,164.0,0.0,415.0,1350.0,1850.0,190.0,2.0,0.0,105.0,200.0,0.32815,0.18094,0.71675,0.57812,0.42188,0.28325,0.0,0.71675,579.0,43.73,57.33,60.2,291.79,101.78,17.33,True
6,exploit,164.0,0.0,400.0,1350.0,1850.0,180.0,2.0,0.0,125.0,200.0,0.31915,0.17625,0.70922,0.57812,0.42188,0.29078,0.0,0.70922,564.0,44.02,58.45,60.79,287.83,97.82,18.45,True
7,exploit,164.0,0.0,385.0,1350.0,1850.0,170.0,2.0,0.0,145.0,200.0,0.30965,0.17156,0.70128,0.57812,0.42188,0.29872,0.0,0.70128,549.0,43.95,57.39,60.24,283.87,93.86,17.39,True
8,exploit,164.0,0.0,370.0,1350.0,1850.0,160.0,2.0,0.0,165.0,200.0,0.29963,0.16687,0.69288,0.57812,0.42188,0.30712,0.0,0.69288,534.0,43.39,58.98,60.86,279.91,89.9,18.98,True
9,exploit,164.0,0.0,355.0,1350.0,1850.0,153.0,2.0,0.0,165.0,200.0,0.2948,0.16219,0.68401,0.57812,0.42188,0.31599,0.0,0.68401,519.0,42.63,57.86,60.36,275.95,85.94,17.86,True
10,exploit,164.0,0.0,340.0,1350.0,1850.0,153.0,2.0,0.0,165.0,200.0,0.30357,0.1575,0.6746,0.57812,0.42188,0.3254,0.0,0.6746,504.0,42.21,57.02,60.39,271.99,81.98,17.02,True
11,exploit,164.0,0.0,325.0,1350.0,1850.0,153.0,2.0,0.0,165.0,200.0,0.31288,0.15281,0.66462,0.57812,0.42188,0.33538,0.0,0.66462,489.0,41.38,56.85,59.39,268.03,78.02,16.85,True
12,exploit,164.0,0.0,310.0,1350.0,1850.0,153.0,2.0,0.0,165.0,200.0,0.32278,0.14813,0.65401,0.57812,0.42188,0.34599,0.0,0.65401,474.0,40.86,56.35,59.39,264.07,74.06,16.35,True
13,exploit,164.0,0.0,295.0,1350.0,1850.0,153.0,2.0,0.0,165.0,200.0,0.33333,0.14344,0.6427,0.57812,0.42188,0.3573,0.0,0.6427,459.0,40.84,56.02,59.18,260.11,70.1,16.02,True
14,exploit,164.0,0.0,280.0,1350.0,1850.0,153.0,2.0,0.0,165.0,200.0,0.34459,0.13875,0.63063,0.57812,0.42188,0.36937,0.0,0.63063,444.0,40.98,55.76,58.73,256.15,66.14,15.76,True
15,exploit,164.0,0.0,265.0,1350.0,1850.0,153.0,2.0,0.0,165.0,200.0,0.35664,0.13406,0.61772,0.57812,0.42188,0.38228,0.0,0.61772,429.0,40.78,55.42,58.23,252.19,62.18,15.42,True
16,exploit,164.0,0.0,250.0,1350.0,1850.0,153.0,2.0,0.0,165.0,200.0,0.36957,0.12937,0.60386,0.57812,0.42188,0.39614,0.0,0.60386,414.0,40.82,55.47,58.81,248.23,58.22,15.47,True
17,exploit,164.0,0.0,235.0,1350.0,1850.0,153.0,2.0,0.0,165.0,200.0,0.38346,0.12469,0.58897,0.57812,0.42188,0.41103,0.0,0.58897,399.0,40.1,55.53,58.63,244.27,54.26,15.53,True
18,exploit,164.0,0.0,220.0,1350.0,1850.0,153.0,2.0,0.0,165.0,200.0,0.39844,0.12,0.57292,0.57812,0.42188,0.42708,0.0,0.57292,384.0,39.28,54.66,58.25,240.31,50.3,14.66,True
19,exploit,164.0,0.0,205.0,1350.0,1850.0,153.0,2.0,0.0,165.0,200.0,0.41463,0.11531,0.55556,0.57812,0.42188,0.44444,0.0,0.55556,369.0,38.18,54.01,58.5,236.35,46.34,14.01,True
20,exploit,164.0,0.0,190.0,1350.0,1850.0,153.0,2.0,0.0,165.0,200.0,0.4322,0.11063,0.53672,0.57812,0.42188,0.46328,0.0,0.53672,354.0,36.87,51.89,57.56,232.39,42.38,11.89,True
21,exploit,164.0,0.0,175.0,1350.0,1850.0,153.0,2.0,0.0,165.0,200.0,0.45133,0.10594,0.51622,0.57812,0.42188,0.48378,0.0,0.51622,339.0,36.25,50.92,55.95,228.43,38.42,10.92,True
22,exploit,174.0,0.0,165.0,1410.0,1910.0,153.0,2.0,0.0,165.0,200.0,0.45133,0.10211,0.48673,0.5753,0.4247,0.51327,0.0,0.48673,339.0,34.38,49.12,54.6,236.65,46.64,9.12,True
