iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,270.0,0.0,415.0,1350.0,1850.0,208.0,2.0,0.0,32.0,0.0,0.30365,0.21406,0.60584,0.57812,0.42188,0.39416,0.0,0.60584,685.0,37.92,56.37,60.83,402.88,145.88,1.37,True
2,exploit,240.0,0.0,445.0,1350.0,1850.0,198.0,2.0,0.0,32.0,0.0,0.28905,0.21406,0.64964,0.57812,0.42188,0.35036,0.0,0.64964,685.0,39.04,57.47,62.74,379.36,122.36,2.47,True
3,exploit,210.0,0.0,475.0,1350.0,1850.0,188.0,2.0,0.0,32.0,0.0,0.27445,0.21406,0.69343,0.57812,0.42188,0.30657,0.0,0.69343,685.0,38.95,56.65,61.72,355.84,98.84,1.65,True
4,exploit,200.0,0.0,485.0,1350.0,1850.0,183.0,2.0,0.0,32.0,0.0,0.26715,0.21406,0.70803,0.57812,0.42188,0.29197,0.0,0.70803,685.0,39.19,57.4,62.52,348.0,91.0,2.4,True
5,exploit,200.0,0.0,485.0,1350.0,1850.0,173.0,2.0,0.0,32.0,0.0,0.25255,0.21406,0.70803,0.57812,0.42188,0.29197,0.0,0.70803,685.0,38.4,56.17,61.64,348.0,91.0,1.17,True
6,exploit,164.0,0.0,425.0,1450.0,1950.0,168.0,2.0,0.0,75.0,300.0,0.28523,0.17324,0.72156,0.57353,0.42647,0.27844,0.0,0.72156,589.0,39.85,56.94,60.33,295.06,38.06,1.94,True
7,exploit,194.0,0.0,415.0,1450.0,1950.0,158.0,2.0,0.0,75.0,250.0,0.25944,0.17912,0.68144,0.57353,0.42647,0.31856,0.0,0.68144,609.0,39.3,56.84,60.46,323.86,66.86,1.84,True
8,exploit,174.0,0.0,435.0,1450.0,1950.0,153.0,2.0,0.0,75.0,200.0,0.25123,0.17912,0.71429,0.57353,0.42647,0.28571,0.0,0.71429,609.0,39.6,57.82,61.56,308.18,51.18,2.82,True
9,exploit,184.0,0.0,445.0,1450.0,1950.0,153.0,2.0,0.0,75.0,150.0,0.24324,0.185,0.70747,0.57353,0.42647,0.29253,0.0,0.70747,629.0,39.57,58.27,61.67,321.3,64.3,3.27,True
10,exploit,184.0,0.0,445.0,1450.0,1950.0,153.0,2.0,0.0,75.0,100.0,0.24324,0.185,0.70747,0.57353,0.42647,0.29253,0.0,0.70747,629.0,39.84,58.33,61.61,321.3,64.3,3.33,True
