iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,250.0,0.0,350.0,1000.0,1900.0,240.0,2.0,0.0,50.0,0.0,0.4,0.2069,0.58333,0.65517,0.34483,0.41667,0.0,0.58333,600.0,37.1,52.46,57.12,364.03,174.02,12.46,True
2,exploit,230.0,0.0,370.0,1000.0,1900.0,225.0,2.0,0.0,70.0,0.0,0.375,0.2069,0.61667,0.65517,0.34483,0.38333,0.0,0.61667,600.0,39.4,54.67,58.65,348.35,158.34,14.67,True
3,exploit,210.0,0.0,390.0,1000.0,1900.0,225.0,2.0,0.0,70.0,0.0,0.375,0.2069,0.65,0.65517,0.34483,0.35,0.0,0.65,600.0,39.13,54.21,58.22,332.67,142.66,14.21,True
4,exploit,190.0,0.0,410.0,1000.0,1900.0,225.0,2.0,0.0,70.0,0.0,0.375,0.2069,0.68333,0.65517,0.34483,0.31667,0.0,0.68333,600.0,39.86,55.15,59.14,316.99,126.98,15.15,True
5,exploit,170.0,0.0,430.0,1000.0,1900.0,225.0,2.0,0.0,70.0,0.0,0.375,0.2069,0.71667,0.65517,0.34483,0.28333,0.0,0.71667,600.0,40.38,54.45,58.42,301.31,111.3,14.45,True
6,exploit,170.0,15.0,415.0,1000.0,1900.0,225.0,2.0,0.0,70.0,0.0,0.375,0.2069,0.71667,0.65517,0.34483,0.28333,0.025,0.69167,600.0,40.35,54.45,58.4,302.27,112.26,14.45,True
7,exploit,170.0,0.0,430.0,1050.0,1950.0,215.0,2.0,0.0,90.0,100.0,0.35833,0.2,0.71667,0.65,0.35,0.28333,0.0,0.71667,600.0,40.54,53.77,56.81,301.62,111.61,13.77,True
8,exploit,164.0,0.0,430.0,1050.0,1950.0,220.0,2.0,0.0,90.0,115.0,0.37037,0.198,0.72391,0.65,0.35,0.27609,0.0,0.72391,594.0,40.98,54.32,57.01,295.34,105.33,14.32,True
9,exploit,164.0,0.0,430.0,1050.0,1950.0,210.0,2.0,0.0,90.0,130.0,0.35354,0.198,0.72391,0.65,0.35,0.27609,0.0,0.72391,594.0,40.27,54.19,56.91,295.34,105.33,14.19,True
10,exploit,164.0,0.0,430.0,1100.0,2000.0,200.0,2.0,0.0,120.0,130.0,0.3367,0.19161,0.72391,0.64516,0.35484,0.27609,0.0,0.72391,594.0,42.08,55.78,57.81,295.65,105.64,15.78,True
11,exploit,164.0,0.0,430.0,1150.0,2050.0,190.0,2.0,0.0,150.0,130.0,0.31987,0.18563,0.72391,0.64062,0.35938,0.27609,0.0,0.72391,594.0,42.46,56.56,57.78,295.97,105.96,16.56,True
12,exploit,164.0,0.0,430.0,1200.0,2100.0,180.0,2.0,0.0,180.0,130.0,0.30303,0.18,0.72391,0.63636,0.36364,0.27609,0.0,0.72391,594.0,43.0,57.33,58.86,296.28,106.27,17.33,True
