iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,165.0,0.0,385.0,1350.0,1850.0,238.0,2.0,0.0,32.0,0.0,0.43273,0.17188,0.7,0.57812,0.42188,0.3,0.0,0.7,550.0,33.74,51.57,56.95,284.92,94.91,11.57,True
2,exploit,164.0,0.0,415.0,1350.0,1850.0,238.0,2.0,0.0,62.0,0.0,0.41105,0.18094,0.71675,0.57812,0.42188,0.28325,0.0,0.71675,579.0,39.62,55.33,59.79,291.79,101.78,15.33,True
3,exploit,164.0,0.0,395.0,1350.0,1850.0,238.0,2.0,0.0,82.0,0.0,0.42576,0.17469,0.70662,0.57812,0.42188,0.29338,0.0,0.70662,559.0,39.22,54.78,58.55,286.51,96.5,14.78,True
4,exploit,164.0,0.0,375.0,1350.0,1850.0,238.0,2.0,0.0,102.0,0.0,0.44156,0.16844,0.69573,0.57812,0.42188,0.30427,0.0,0.69573,539.0,38.54,55.75,59.13,281.23,91.22,15.75,True
5,exploit,164.0,0.0,355.0,1350.0,1850.0,238.0,2.0,0.0,122.0,0.0,0.45857,0.16219,0.68401,0.57812,0.42188,0.31599,0.0,0.68401,519.0,36.97,54.15,58.03,275.95,85.94,14.15,True
6,exploit,164.0,0.0,335.0,1350.0,1850.0,238.0,2.0,0.0,142.0,0.0,0.47695,0.15594,0.67134,0.57812,0.42188,0.32866,0.0,0.67134,499.0,36.74,53.85,58.15,270.67,80.66,13.85,True
7,exploit,164.0,0.0,315.0,1350.0,1850.0,238.0,2.0,0.0,162.0,0.0,0.49687,0.14969,0.65762,0.57812,0.42188,0.34238,0.0,0.65762,479.0,36.22,53.36,57.84,265.39,75.38,13.36,True
8,exploit,164.0,0.0,295.0,1350.0,1850.0,223.0,2.0,0.0,162.0,0.0,0.48584,0.14344,0.6427,0.57812,0.42188,0.3573,0.0,0.6427,459.0,36.0,53.28,57.86,260.11,70.1,13.28,True
9,exploit,164.0,0.0,275.0,1350.0,1850.0,223.0,2.0,0.0,162.0,0.0,0.50797,0.13719,0.62642,0.57812,0.42188,0.37358,0.0,0.62642,439.0,35.29,52.77,57.17,254.83,64.82,12.77,True
10,exploit,164.0,0.0,255.0,1350.0,1850.0,223.0,2.0,0.0,162.0,0.0,0.53222,0.13094,0.60859,0.57812,0.42188,0.39141,0.0,0.60859,419.0,34.72,50.43,55.53,249.55,59.54,10.43,True
