iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,285.0,0.0,385.0,1350.0,1850.0,203.0,2.0,0.0,32.0,0.0,0.30299,0.20938,0.57463,0.57812,0.42188,0.42537,0.0,0.57463,670.0,36.92,55.3,60.94,410.68,153.68,0.3,True
2,exploit,265.0,0.0,405.0,1350.0,1850.0,193.0,2.0,0.0,32.0,0.0,0.28806,0.20938,0.60448,0.57812,0.42188,0.39552,0.0,0.60448,670.0,37.75,56.65,61.92,395.0,138.0,1.65,True
3,exploit,245.0,0.0,425.0,1350.0,1850.0,183.0,2.0,0.0,32.0,0.0,0.27313,0.20938,0.63433,0.57812,0.42188,0.36567,0.0,0.63433,670.0,37.96,56.84,61.98,379.31,122.31,1.84,True
4,exploit,225.0,0.0,445.0,1350.0,1850.0,173.0,2.0,0.0,32.0,0.0,0.25821,0.20938,0.66418,0.57812,0.42188,0.33582,0.0,0.66418,670.0,37.61,56.43,62.17,363.64,106.64,1.43,True
5,exploit,205.0,0.0,465.0,1350.0,1850.0,163.0,2.0,0.0,32.0,0.0,0.24328,0.20938,0.69403,0.57812,0.42188,0.30597,0.0,0.69403,670.0,37.31,55.01,61.91,347.96,90.96,0.01,True
6,exploit,195.0,0.0,485.0,1350.0,1850.0,168.0,2.0,0.0,32.0,0.0,0.24706,0.2125,0.71324,0.57812,0.42188,0.28676,0.0,0.71324,680.0,37.97,55.02,61.61,342.75,85.75,0.02,True
7,exploit,195.0,0.0,485.0,1350.0,1850.0,158.0,2.0,0.0,32.0,0.0,0.23235,0.2125,0.71324,0.57812,0.42188,0.28676,0.0,0.71324,680.0,37.97,55.02,61.61,342.75,85.75,0.02,True
8,exploit,175.0,0.0,445.0,1350.0,1850.0,153.0,2.0,0.0,32.0,200.0,0.24677,0.19375,0.71774,0.57812,0.42188,0.28226,0.0,0.71774,620.0,37.91,56.39,60.72,311.24,54.24,1.39,True
9,exploit,175.0,20.0,425.0,1350.0,1850.0,153.0,2.0,0.0,32.0,200.0,0.24677,0.19375,0.71774,0.57812,0.42188,0.28226,0.03226,0.68548,620.0,37.66,56.48,60.68,312.52,55.52,1.48,True
10,exploit,175.0,20.0,415.0,1350.0,1850.0,153.0,2.0,0.0,32.0,200.0,0.25082,0.19062,0.71311,0.57812,0.42188,0.28689,0.03279,0.68033,610.0,37.48,55.21,59.91,309.88,52.88,0.21,True
