iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,165.0,0.0,385.0,1350.0,1850.0,230.0,2.0,0.0,40.0,0.0,0.41818,0.17188,0.7,0.57812,0.42188,0.3,0.0,0.7,550.0,36.53,53.39,58.71,284.92,86.72,8.39,True
2,exploit,164.0,0.0,405.0,1350.0,1850.0,220.0,2.0,0.0,50.0,0.0,0.38664,0.17781,0.71178,0.57812,0.42188,0.28822,0.0,0.71178,569.0,40.04,55.37,59.49,289.15,90.95,10.37,True
3,exploit,164.0,0.0,405.0,1350.0,1850.0,210.0,2.0,0.0,50.0,0.0,0.36907,0.17781,0.71178,0.57812,0.42188,0.28822,0.0,0.71178,569.0,39.5,55.47,59.74,289.15,90.95,10.47,True
4,exploit,164.0,0.0,405.0,1350.0,1850.0,200.0,2.0,0.0,50.0,200.0,0.35149,0.17781,0.71178,0.57812,0.42188,0.28822,0.0,0.71178,569.0,40.32,55.31,59.34,289.15,90.95,10.31,True
5,exploit,164.0,0.0,405.0,1350.0,1850.0,180.0,2.0,0.0,50.0,400.0,0.31634,0.17781,0.71178,0.57812,0.42188,0.28822,0.0,0.71178,569.0,40.91,56.87,60.17,289.15,90.95,11.87,True
6,RESTART#1,350.0,0.0,350.0,1400.0,1600.0,200.0,2.0,50.0,50.0,0.0,0.28571,0.23333,0.5,0.53333,0.46667,0.5,0.0,0.5,700.0,39.86,57.9,63.07,468.76,270.56,12.9,True
7,RESTART#2,214.0,0.0,470.0,1400.0,1700.0,230.0,2.0,0.0,30.0,0.0,0.33626,0.22065,0.68713,0.54839,0.45161,0.31287,0.0,0.68713,684.0,38.24,54.83,60.97,358.28,160.08,9.83,True
8,exploit,184.0,0.0,450.0,1400.0,1700.0,220.0,2.0,0.0,50.0,0.0,0.347,0.20452,0.70978,0.54839,0.45161,0.29022,0.0,0.70978,634.0,38.58,54.81,61.74,321.56,123.36,9.81,True
9,exploit,164.0,0.0,430.0,1500.0,1800.0,220.0,2.0,0.0,50.0,0.0,0.37037,0.18,0.72391,0.54545,0.45455,0.27609,0.0,0.72391,594.0,35.92,50.16,57.12,295.95,97.75,5.16,True
10,exploit,164.0,0.0,430.0,1500.0,1800.0,205.0,2.0,0.0,80.0,0.0,0.34512,0.18,0.72391,0.54545,0.45455,0.27609,0.0,0.72391,594.0,37.79,52.29,58.6,295.95,97.75,7.29,True
11,exploit,164.0,0.0,420.0,1500.0,1800.0,190.0,2.0,0.0,140.0,0.0,0.32534,0.17697,0.71918,0.54545,0.45455,0.28082,0.0,0.71918,584.0,39.61,55.16,60.06,293.31,95.11,10.16,True
12,exploit,164.0,0.0,400.0,1600.0,1900.0,190.0,2.0,0.0,140.0,0.0,0.33688,0.16114,0.70922,0.54286,0.45714,0.29078,0.0,0.70922,564.0,38.77,53.14,59.54,288.66,90.46,8.14,True
13,exploit,164.0,0.0,420.0,1700.0,1950.0,190.0,2.0,0.0,140.0,0.0,0.32534,0.16,0.71918,0.53425,0.46575,0.28082,0.0,0.71918,584.0,39.06,54.07,59.46,294.39,96.19,9.07,True
14,exploit,164.0,0.0,400.0,1800.0,2050.0,190.0,2.0,0.0,140.0,0.0,0.33688,0.14649,0.70922,0.53247,0.46753,0.29078,0.0,0.70922,564.0,38.22,52.71,58.85,289.74,91.54,7.71,True
15,exploit,164.0,0.0,380.0,1800.0,2100.0,190.0,2.0,0.0,140.0,0.0,0.34926,0.13949,0.69853,0.53846,0.46154,0.30147,0.0,0.69853,544.0,37.54,52.68,58.44,284.64,86.44,7.68,True
16,exploit,164.0,0.0,380.0,1800.0,2100.0,190.0,2.0,0.0,140.0,200.0,0.34926,0.13949,0.69853,0.53846,0.46154,0.30147,0.0,0.69853,544.0,37.73,52.69,57.86,284.64,86.44,7.69,True
17,exploit,164.0,0.0,360.0,1800.0,2100.0,190.0,2.0,0.0,140.0,100.0,0.3626,0.13436,0.68702,0.53846,0.46154,0.31298,0.0,0.68702,524.0,37.37,51.82,57.65,279.36,81.16,6.82,True
18,exploit,164.0,0.0,340.0,1800.0,2100.0,190.0,2.0,0.0,140.0,50.0,0.37698,0.12923,0.6746,0.53846,0.46154,0.3254,0.0,0.6746,504.0,36.48,51.68,58.05,274.08,75.88,6.68,True
19,exploit,164.0,0.0,320.0,1800.0,2100.0,175.0,2.0,0.0,170.0,50.0,0.36157,0.1241,0.66116,0.53846,0.46154,0.33884,0.0,0.66116,484.0,36.41,51.65,58.08,268.8,70.6,6.65,True
20,exploit,164.0,0.0,300.0,1800.0,2100.0,175.0,2.0,0.0,170.0,0.0,0.37716,0.11897,0.64655,0.53846,0.46154,0.35345,0.0,0.64655,464.0,35.71,51.85,58.17,263.52,65.32,6.85,True
21,exploit,164.0,0.0,315.0,1800.0,2100.0,175.0,2.0,0.0,170.0,0.0,0.36534,0.12282,0.65762,0.53846,0.46154,0.34238,0.0,0.65762,479.0,36.12,51.77,58.33,267.48,69.28,6.77,True
22,exploit,164.0,0.0,295.0,1800.0,2150.0,175.0,2.0,0.0,170.0,0.0,0.38126,0.1162,0.6427,0.5443,0.4557,0.3573,0.0,0.6427,459.0,36.22,52.02,57.81,262.39,64.19,7.02,True
23,exploit,164.0,0.0,315.0,1800.0,2150.0,175.0,2.0,0.0,170.0,0.0,0.36534,0.12127,0.65762,0.5443,0.4557,0.34238,0.0,0.65762,479.0,36.12,51.75,58.33,267.67,69.47,6.75,True
24,exploit,164.0,0.0,335.0,1800.0,2150.0,175.0,2.0,0.0,170.0,0.0,0.3507,0.12633,0.67134,0.5443,0.4557,0.32866,0.0,0.67134,499.0,36.29,51.81,58.38,272.95,74.75,6.81,True
25,exploit,164.0,0.0,315.0,1800.0,2150.0,175.0,2.0,0.0,170.0,0.0,0.36534,0.12127,0.65762,0.5443,0.4557,0.34238,0.0,0.65762,479.0,36.12,51.75,58.33,267.67,69.47,6.75,True
26,exploit,164.0,0.0,335.0,1800.0,2150.0,175.0,2.0,0.0,170.0,0.0,0.3507,0.12633,0.67134,0.5443,0.4557,0.32866,0.0,0.67134,499.0,36.29,51.81,58.38,272.95,74.75,6.81,True
27,exploit,164.0,0.0,315.0,1780.0,2170.0,175.0,2.0,0.0,170.0,0.0,0.36534,0.12127,0.65762,0.54937,0.45063,0.34238,0.0,0.65762,479.0,36.3,51.75,58.73,267.69,69.49,6.75,True
28,exploit,164.0,0.0,335.0,1780.0,2170.0,175.0,2.0,0.0,170.0,0.0,0.3507,0.12633,0.67134,0.54937,0.45063,0.32866,0.0,0.67134,499.0,36.53,51.81,58.78,272.97,74.77,6.81,True
29,exploit,164.0,0.0,315.0,1780.0,2170.0,175.0,2.0,0.0,170.0,0.0,0.36534,0.12127,0.65762,0.54937,0.45063,0.34238,0.0,0.65762,479.0,36.3,51.75,58.73,267.69,69.49,6.75,True
30,exploit,164.0,0.0,335.0,1780.0,2170.0,175.0,2.0,0.0,170.0,0.0,0.3507,0.12633,0.67134,0.54937,0.45063,0.32866,0.0,0.67134,499.0,36.53,51.81,58.78,272.97,74.77,6.81,True
