iteration,mode,PC,FA,SC,FAGG,CAGG,WATER,AEA,WR_HR,WR,ACC,w/b,b/a,SCM%,CAGG%,FAGG%,PC%,FA%,SC%,total_binder,pred_7day,pred_28day,pred_56day,gwp,gwp_gap,str_margin,feasible
1,exploit,285.0,0.0,385.0,1350.0,1850.0,198.0,2.0,0.0,32.0,0.0,0.29552,0.20938,0.57463,0.57812,0.42188,0.42537,0.0,0.57463,670.0,37.41,56.12,61.17,410.68,153.68,1.12,True
2,exploit,255.0,0.0,415.0,1350.0,1850.0,188.0,2.0,0.0,32.0,0.0,0.2806,0.20938,0.6194,0.57812,0.42188,0.3806,0.0,0.6194,670.0,37.84,56.5,61.99,387.16,130.16,1.5,True
3,exploit,225.0,0.0,445.0,1350.0,1850.0,178.0,2.0,0.0,32.0,0.0,0.26567,0.20938,0.66418,0.57812,0.42188,0.33582,0.0,0.66418,670.0,38.21,57.57,63.05,363.64,106.64,2.57,True
4,exploit,215.0,0.0,475.0,1350.0,1850.0,168.0,2.0,0.0,32.0,200.0,0.24348,0.21563,0.68841,0.57812,0.42188,0.31159,0.0,0.68841,690.0,38.34,55.6,61.19,361.08,104.08,0.6,True
5,exploit,205.0,0.0,485.0,1350.0,1850.0,168.0,2.0,0.0,32.0,200.0,0.24348,0.21563,0.7029,0.57812,0.42188,0.2971,0.0,0.7029,690.0,38.66,55.52,61.09,353.24,96.24,0.52,True
6,exploit,195.0,0.0,495.0,1350.0,1850.0,168.0,2.0,0.0,32.0,200.0,0.24348,0.21563,0.71739,0.57812,0.42188,0.28261,0.0,0.71739,690.0,38.47,55.45,61.03,345.4,88.4,0.45,True
7,exploit,235.0,0.0,455.0,1350.0,1850.0,168.0,2.0,0.0,32.0,200.0,0.24348,0.21563,0.65942,0.57812,0.42188,0.34058,0.0,0.65942,690.0,38.73,55.6,61.21,376.75,119.75,0.6,True
8,exploit,205.0,0.0,485.0,1350.0,1850.0,168.0,2.0,0.0,32.0,200.0,0.24348,0.21563,0.7029,0.57812,0.42188,0.2971,0.0,0.7029,690.0,38.66,55.52,61.09,353.24,96.24,0.52,True
9,exploit,195.0,0.0,495.0,1350.0,1850.0,168.0,2.0,0.0,32.0,200.0,0.24348,0.21563,0.71739,0.57812,0.42188,0.28261,0.0,0.71739,690.0,38.47,55.45,61.03,345.4,88.4,0.45,True
10,exploit,205.0,0.0,485.0,1350.0,1850.0,168.0,2.0,0.0,32.0,200.0,0.24348,0.21563,0.7029,0.57812,0.42188,0.2971,0.0,0.7029,690.0,38.66,55.52,61.09,353.24,96.24,0.52,True
11,exploit,195.0,0.0,495.0,1350.0,1850.0,168.0,2.0,0.0,32.0,200.0,0.24348,0.21563,0.71739,0.57812,0.42188,0.28261,0.0,0.71739,690.0,38.47,55.45,61.03,345.4,88.4,0.45,True
